_id,author,category,etext,language,title,zipfile
966,"Doyle, Arthur Conan, Sir",Fiction,http://www.gutenberg.org/etext/2097,English,"Sign of the Four, The",http://www.archive.org/download/sign_of_four_librivox/sign_of_four_librivox_64kb_mp3.zip
967,"Norton, Andre",Fiction,http://www.gutenberg.org/etext/16921,English,Plague Ship,http://www.archive.org/download/plague_ship_librivox/plague_ship_librivox_64kb_mp3.zip
968,"Pedley, Ethel C.",Fiction,http://www.gutenberg.org/etext/18891,English,Dot and the Kangaroo,http://www.archive.org/download/dot_kangaroo_librivox/dot_kangaroo_librivox_64kb_mp3.zip
969,"Austen, Jane",Fiction,http://www.gutenberg.org/etext/1342,English,Pride and Prejudice (version 5),http://www.archive.org/download/pride_prejudice_1102_librivox/pride_prejudice_1102_librivox_64kb_mp3.zip
971,"Joyce, James",Poetry,http://www.theotherpages.org/poems/joyce01.html#31,English,"O, it was out by Donnycarney",http://www.archive.org/download/donnycarney_librivox/donnycarney_librivox_64kb_mp3.zip
972,"La Fontaine, Jean de",Fiction,,French,"Fables de La Fontaine, livre 03",http://www.archive.org/download/fables_lafontaine_03_librivox/fables_lafontaine_03_librivox_64kb_mp3.zip
974,"Verne, Jules",Fiction,http://www.gutenberg.org/etext/17796,French,"Pays des fourrures, Le",http://www.archive.org/download/le_pays_des_fourrures_0712_librivox/le_pays_des_fourrures_0712_librivox_64kb_mp3.zip
975,"Locke, John",Non-fiction,http://www.constitution.org/jl/tolerati.htm,English,"Letter Concerning Toleration, A",http://www.archive.org/download/letter_concerning_toleration_librivox/letter_concerning_toleration_librivox_64kb_mp3.zip
976,"Brooke, L. Leslie",Fiction,http://www.gutenberg.org/etext/20652,English,Ring o' Roses: A Nursery Rhyme Picture Book,http://www.archive.org/download/ring_o_roses_librivox/ring_o_roses_librivox_64kb_mp3.zip
977,"Le Fanu, Joseph Sheridan",Fiction,http://www.gutenberg.org/etext/10007,English,Carmilla,http://www.archive.org/download/carmilla_s_lefanu_librivox/carmilla_s_lefanu_librivox_64kb_mp3.zip
978,"Haggard, H. Rider",Fiction,http://gutenberg.net.au/ebooks05/0500081.txt,English,Heart of the World,http://www.archive.org/download/heart_world_ph_librivox/heart_world_ph_librivox_64kb_mp3.zip
980,"Lamb, Charles",Fiction,http://www.gutenberg.org/etext/1286,English,Tales from Shakespeare,http://www.archive.org/download/tales_shakespeare_librivox/tales_shakespeare_librivox_64kb_mp3.zip
981,"Hudson, W. H.",Non-fiction,http://www.gutenberg.org/etext/6093,English,Far Away and Long Ago,http://www.archive.org/download/faraway_longago_0711/faraway_longago_0711_64kb_mp3.zip
982,"Dickinson, Emily",Poetry,http://www.bartleby.com/113/1027.html,English,I'm Nobody,http://www.archive.org/download/im_nobody_librivox/im_nobody_librivox_64kb_mp3.zip
985,"Nietzsche, Friedrich",Non-fiction,,English,"Twilight of the Idols, The",http://www.archive.org/download/the_twilight_of_the_idols_librivox/the_twilight_of_the_idols_librivox_64kb_mp3.zip
986,Various,Poetry,,English,Long Poems Collection 005,http://www.archive.org/download/long_poems_005_librivox/long_poems_005_librivox_64kb_mp3.zip
987,"Piper, H. Beam",Fiction,http://www.gutenberg.org/etext/20649,English,Oomphel in the Sky,http://www.archive.org/download/oomphel_in_the_sky_librivox/oomphel_in_the_sky_librivox_64kb_mp3.zip
988,"Wharton, Edith",Fiction,http://www.gutenberg.org/etext/166,English,Summer,http://www.archive.org/download/summer_rc_librivox/summer_rc_librivox_64kb_mp3.zip
989,"Thackeray, William Makepeace",Fiction,http://www.gutenberg.org/files/2511/2511.txt,English,"History of Henry Esmond, Esq., A Colonel in the Service of Her Majesty Queen Anne, The",http://www.archive.org/download/henry_esmond_0804_librivox1/henry_esmond_0804_librivox1_64kb_mp3.zip
990,"Fielding, Henry",Fiction,http://www.gutenberg.org/etext/6593,English,"History of Tom Jones, A Foundling, The",http://www.archive.org/download/tomjones_0811_librivox/tomjones_0811_librivox_64kb_mp3.zip
991,"Porter, Eleanor H.",Fiction,http://www.gutenberg.org/etext/1450,English,Pollyanna,http://www.archive.org/download/pollyanna_porter_librivox/pollyanna_porter_librivox_64kb_mp3.zip
992,"Bradley, Mary Hastings",Fiction,http://www.gutenberg.org/etext/13498,English,"Fortieth Door, The",http://www.archive.org/download/fortieth_door_librivox/fortieth_door_librivox_64kb_mp3.zip
993,"More, Thomas, Sir",Fiction,http://www.gutenberg.org/etext/2130,English,Utopia,http://www.archive.org/download/utopia_j_librivox/utopia_j_librivox_64kb_mp3.zip
994,"Piper, H. Beam",Fiction,http://www.gutenberg.org/etext/19445,English,Omnilingual,http://www.archive.org/download/omnilingual_librivox/omnilingual_librivox_64kb_mp3.zip
995,Various,Poetry,,English,Short Poetry Collection 027,http://www.archive.org/download/shortpoetry_027_librivox/shortpoetry_027_librivox_64kb_mp3.zip
996,"Leacock, Stephen",Fiction,http://www.gutenberg.org/etext/8457,English,Frenzied Fiction,http://www.archive.org/download/frenziedfiction_dl_librivox/frenziedfiction_dl_librivox_64kb_mp3.zip
997,"Shakespeare, William",Dramatic Works,http://www.shakespeare-monologues.org/,English,Shakespeare Monologues Collection vol. 01,http://www.archive.org/download/shakespeare_monologues_vol_1_librivox/shakespeare_monologues_vol_1_librivox_64kb_mp3.zip
998,"Dickens, Charles",Fiction,http://www.gutenberg.org/etext/1423,English,No Thoroughfare,http://www.archive.org/download/no_thoroughfare_librivox/no_thoroughfare_librivox_64kb_mp3.zip
999,"Gibbon, Edward",Non-fiction,,English,"History of the Decline and Fall of the Roman Empire Vol. III, The",http://www.archive.org/download/decline_and_fall_3_librivox/decline_and_fall_3_librivox_64kb_mp3.zip
1000,"Riley, James Whitcomb",Fiction,http://www.archive.org/details/rileychildrhymes00rileiala,English,Selected Riley Child-Rhymes,http://www.archive.org/download/selected_riley_childrhymes_vg_0902/selected_riley_childrhymes_vg_0902_64kb_mp3.zip
1001,"Clifford, Lucy",Fiction,http://www.archive.org/details/anyhowstoriesmor00clifiala,English,Anyhow Stories: Moral and otherwise,http://www.archive.org/download/anyhowstories_0711_librivox/anyhowstories_0711_librivox_64kb_mp3.zip
1002,"Kant, Immanuel",Non-fiction,http://www.constitution.org/18th/kant1798/kant1798_201-250.pdf,English,Of the Injustice of Counterfeiting Books,http://www.archive.org/download/injustice_of_counterfeiting_books_librivox/injustice_of_counterfeiting_books_librivox_64kb_mp3.zip
1003,"Wordsworth, William",Poetry,http://www.theotherpages.org/poems/words01.html#9,English,Lines Written in Early Spring,http://www.archive.org/download/lines_written_spring_librivox/lines_written_spring_librivox_64kb_mp3.zip
1004,"Macdonald, George",Fiction,http://www.gutenberg.org/etext/708,English,"Princess and the Goblin, The",http://www.archive.org/download/princess_goblin_librivox/princess_goblin_librivox_64kb_mp3.zip
1006,"Conrad, Joseph",Fiction,http://www.gutenberg.org/etext/525,English,"Youth, a Narrative",http://www.archive.org/download/youth_librivox/youth_librivox_64kb_mp3.zip
1007,"Perrault, Charles",Fiction,,French,Contes en vers,http://www.archive.org/download/contes_en_vers_librivox/contes_en_vers_librivox_64kb_mp3.zip
1008,"Porter, Eleanor H.",Fiction,http://www.gutenberg.org/etext/440,English,Just David,http://www.archive.org/download/just_david_ma_librivox/just_david_ma_librivox_64kb_mp3.zip
1009,"Clare, John",Poetry,,English,"Selected Poems of John Clare, Volume 1",http://www.archive.org/download/selected_poems_of_john_clare_vol_1_librivox/selected_poems_of_john_clare_vol_1_librivox_64kb_mp3.zip
1010,"Marx, Karl",Non-fiction,http://etext.virginia.edu/toc/modeng/public/MarCapi.html,English,"Capital: a critical analysis of capitalist production, Vol 1",http://www.archive.org/download/capital_vol1_0810_librivox/capital_vol1_0810_librivox_64kb_mp3.zip
1011,"Boswell, James",Non-fiction,http://www.gutenberg.org/etext/8918,English,"Life of Samuel Johnson Vol. I, The",http://www.archive.org/download/life_of_samuel_johnson_vol1_0808_librivox1/life_of_samuel_johnson_vol1_0808_librivox1_64kb_mp3.zip
1012,"Traill, Catharine Parr",Non-fiction,http://www.gutenberg.org/etext/13559,English,"Backwoods of Canada, The",http://www.archive.org/download/backwoods_canada_librivox/backwoods_canada_librivox_64kb_mp3.zip
1013,"Dickens, Charles",Fiction,http://www.gutenberg.org/etext/700,English,"Old Curiosity Shop, The",http://www.archive.org/download/old_curiosity_shop_eu_librivox/old_curiosity_shop_eu_librivox_64kb_mp3.zip
1014,"Carroll, Lewis",Poetry,http://www.theotherpages.org/poems/carrol01.html#7,English,Beautiful Soup,http://www.archive.org/download/beautiful_soup_librivox/beautiful_soup_librivox_64kb_mp3.zip
1015,"Howard, Robert E.",Fiction,http://www.gutenberg.net.au/ebooks06/0607331.txt,English,Red Shadows,http://www.archive.org/download/red_shadows_librivox/red_shadows_librivox_64kb_mp3.zip
1016,"Tolstoy, Leo",Fiction,http://www.gutenberg.org/etext/2600,English,"War and Peace, Book 02: 1805",http://www.archive.org/download/war_and_peace_02_0801_librivox/war_and_peace_02_0801_librivox_64kb_mp3.zip
1017,"Norton, Andre",Fiction,http://www.gutenberg.org/etext/18846,English,Voodoo Planet,http://www.archive.org/download/voodoo_planet_mn_librivox/voodoo_planet_mn_librivox_64kb_mp3.zip
1018,"Penrose, Margaret",Fiction,http://www.gutenberg.org/etext/5629,English,Dorothy Dale - A Girl of Today,http://www.archive.org/download/dorothy_dale_today_librivox/dorothy_dale_today_librivox_64kb_mp3.zip
1020,"Shakespeare, William",Dramatic Works,http://www.shakespeare-monologues.org/,English,Shakespeare Monologues Collection vol. 02,http://www.archive.org/download/shakespeare_monologues_vol_2_librivox/shakespeare_monologues_vol_2_librivox_64kb_mp3.zip
1021,"Huxley, Thomas Henry",Non-fiction,http://www.gutenberg.org/etext/15253,English,"Advance of Science in the Last Half-Century, The",http://www.archive.org/download/advance_science_jms_librivox/advance_science_jms_librivox_64kb_mp3.zip
1022,"Galsworthy, John",Fiction,http://www.gutenberg.org/etext/2559,English,"Man of Property, The (Forsyte Saga Vol. 1)",http://www.archive.org/download/man_property_librivox/man_property_librivox_64kb_mp3.zip
1023,"Ingersoll, Robert G.",Non-fiction,http://www.gutenberg.org/etext/8140,English,"Lectures of Col. R.G. Ingersoll, Volume 1",http://www.archive.org/download/ingersoll_mog_librivox/ingersoll_mog_librivox_64kb_mp3.zip
1024,"Lamb, Charles",Fiction,http://www.gutenberg.org/etext/7768,English,"Adventures of Ulysses, The",http://www.archive.org/download/ulysses_lamb_rd_librivox/ulysses_lamb_rd_librivox_64kb_mp3.zip
1026,"Lenin, Vladimir Ilyich",Non-fiction,http://www.marxists.org/archive/lenin/works/1905/tactics/index.htm,English,Two Tactics of Social-Democracy in the Democratic Revolution,http://www.archive.org/download/two_tactics_cp_librivox/two_tactics_cp_librivox_64kb_mp3.zip
1027,"Chesterton, G. K.",Non-fiction,http://www.gutenberg.org/etext/130,English,Orthodoxy,http://www.archive.org/download/orthodoxy_jac_librivox/orthodoxy_jac_librivox_64kb_mp3.zip
1028,Anonyme,Fiction,http://www.gutenberg.org/etext/15371,French,"Mille et une nuits, Les, tome 1",http://www.archive.org/download/les1001nuits_tome1_0711_librivox/les1001nuits_tome1_0711_librivox_64kb_mp3.zip
1029,"Johnson, Samuel",Non-fiction,http://www.gutenberg.org/etext/5430,English,Plan and Preface to a Dictionary of English,http://www.archive.org/download/plan_and_preface_to_a_dictionary_librivox/plan_and_preface_to_a_dictionary_librivox_64kb_mp3.zip
1030,"Moller, Otto Martin",Fiction,,Danish,Guld og Ære,http://www.archive.org/download/guld_og_aere_librivox/guld_og_aere_librivox_64kb_mp3.zip
1031,"Post, Emily",Non-fiction,http://www.bartleby.com/95/,English,"Etiquette in Society, in Business, in Politics and at Home",http://www.archive.org/download/etiquette_0709_librivox/etiquette_0709_librivox_64kb_mp3.zip
1032,World English Bible,Non-fiction,http://www.gutenberg.org/etext/8284,English,Bible (WEB) NT 18: Philemon,http://www.archive.org/download/philemon_web_0/philemon_web_0_64kb_mp3.zip
1033,"Godolphin, Mary",Fiction,http://www.gutenberg.org/etext/6936,English,Robinson Crusoe in Words of One Syllable,http://www.archive.org/download/crusoe_1_syllable_librivox/crusoe_1_syllable_librivox_64kb_mp3.zip
1034,"Slocum, Joshua",Non-fiction,http://onlinebooks.library.upenn.edu/webbin/gutbook/lookup?num=6317,English,Sailing Alone Around The World,http://www.archive.org/download/sailing_alone_around_librivox_1/sailing_alone_around_librivox_1_64kb_mp3.zip
1035,"Grahame, Kenneth",Fiction,http://www.gutenberg.org/etext/289,English,"Wind in the Willows, The (version 3)",http://www.archive.org/download/wind_willows_ap_librivox/wind_willows_ap_librivox_64kb_mp3.zip
1036,Various,Fiction,,English,Short Story Collection Vol. 012,http://www.archive.org/download/short_story_012_librivox/short_story_012_librivox_64kb_mp3.zip
1037,"Casanova, Giacomo",Non-fiction,http://www.gutenberg.org/etext/2981,English,"Memoirs of Jacques Casanova, The - Vol. 1",http://www.archive.org/download/details.php?identifier=memoirs_casanova1_0812_librivox/details.php?identifier=memoirs_casanova1_0812_librivox_64kb_mp3.zip
1038,"Dickens, Charles",Fiction,http://www.gutenberg.org/etext/968,English,Life and Adventures of Martin Chuzzlewit,http://www.archive.org/download/martin_chuzzlewit_librivox/martin_chuzzlewit_librivox_64kb_mp3.zip
1039,"Bigelow, William F.",Non-fiction,http://www.gutenberg.org/etext/20830,English,"Good Housekeeping Marriage Book, The",http://www.archive.org/download/good_housekeeping_marriage_0709_librivox/good_housekeeping_marriage_0709_librivox_64kb_mp3.zip
1040,"Machen, Arthur",Fiction,http://arthursclassicnovels.com/arthurs/horror/whitep10.html,English,"White People, The",http://www.archive.org/download/white_people_librivox/white_people_librivox_64kb_mp3.zip
1041,"Malory, Thomas, Sir",Fiction,http://www.gutenberg.org/etext/1251,English,"Morte d'Arthur, Le - Vol. 1",http://www.archive.org/download/morte_darthur_v1_0808_librivox/morte_darthur_v1_0808_librivox_64kb_mp3.zip
1042,"Nesbit, E. (Edith)",Fiction,http://www.gutenberg.org/etext/794,English,"Wouldbegoods, Being the Further Adventures of the Treasure Seekers, The",http://www.archive.org/download/wouldbegoods_09_01_librivox/wouldbegoods_09_01_librivox_64kb_mp3.zip
1043,"Arnold, Matthew",Poetry,http://www.bartleby.com/246/420.html,English,Dover Beach,http://www.archive.org/download/dover_beach.poem/dover_beach.poem_64kb_mp3.zip
1044,"Wodehouse, P. G.",Fiction,http://www.gutenberg.org/etext/8190,English,"Wodehouse Miscellany, A",http://www.archive.org/download/wodehouse_miscellany_librivox/wodehouse_miscellany_librivox_64kb_mp3.zip
1045,"Baum, L. Frank",Fiction,http://www.gutenberg.org/etext/955,English,"Patchwork Girl of Oz, The",http://www.archive.org/download/patchwork_girl_oz_1006_librivox/patchwork_girl_oz_1006_librivox_64kb_mp3.zip
1046,"Hope, Anthony",Fiction,http://www.gutenberg.org/etext/1145,English,Rupert of Hentzau,http://www.archive.org/download/rupert_hentzau_ajm_librivox/rupert_hentzau_ajm_librivox_64kb_mp3.zip
1047,"Augustine of Hippo, Saint",Non-fiction,http://www.ccel.org/fathers2/NPNF1-03/npnf1-03-23.htm#P2174_1095782,English,"Enchiridion of Augustine, The",http://www.archive.org/download/enchiridion_of_st_augustine_librivox/enchiridion_of_st_augustine_librivox_64kb_mp3.zip
1048,"Kipling, Rudyard",Fiction,http://www.gutenberg.org/etext/2781,English,Just So Stories (version 3),http://www.archive.org/download/justso3_0904_librivox/justso3_0904_librivox_64kb_mp3.zip
1049,"Forster, E. M.",Fiction,http://www.gutenberg.org/etext/2891,English,Howards End,http://www.archive.org/download/howards_end_librivox/howards_end_librivox_64kb_mp3.zip
1050,"Crane, Walter",Fiction,http://www.gutenberg.org/etext/20437,English,"Frog Prince and Other Stories, The",http://www.archive.org/download/frog_prince_tales_librivox/frog_prince_tales_librivox_64kb_mp3.zip
1051,"Santayana, George",Non-fiction,http://www.gutenberg.org/etext/16712,English,Some Turns of Thought in Modern Philosophy,http://www.archive.org/download/turns_thought_modern_philosophy_librivox/turns_thought_modern_philosophy_librivox_64kb_mp3.zip
1053,"Shakespeare, William",Dramatic Works,http://www.shakespeare-monologues.org/,English,Shakespeare Monologues Collection vol. 03,http://www.archive.org/download/shakespeare_monologues_vol_3_librivox/shakespeare_monologues_vol_3_librivox_64kb_mp3.zip
1054,Various,Fiction,,English,Short Story Collection Vol. 013,http://www.archive.org/download/short_story_013_librivox/short_story_013_librivox_64kb_mp3.zip
1055,"Appleton, Victor",Fiction,http://www.gutenberg.org/etext/17985,English,Tom Swift and the Visitor From Planet X,http://www.archive.org/download/tomswift_planetx_mn_librivox/tomswift_planetx_mn_librivox_64kb_mp3.zip
1056,"Frost, Robert",Poetry,http://www.bartleby.com/117/index1.html,English,"Boy's Will, A (version 1)",http://www.archive.org/download/boys_will_librivox/boys_will_librivox_64kb_mp3.zip
1057,"Poe, Edgar Allan",Poetry,http://www.gutenberg.org/etext/10031,English,"Dream within a Dream, A",http://www.archive.org/download/dream_within_dream_librivox/dream_within_dream_librivox_64kb_mp3.zip
1058,"Dyer, T. F. Thiselton",Non-fiction,http://www.gutenberg.org/etext/17050,English,Strange Pages from Family Papers,http://www.archive.org/download/strange_pages_from_family_papers_0805_librivox/strange_pages_from_family_papers_0805_librivox_64kb_mp3.zip
1059,Various,Poetry,,English,Short Poetry Collection 028,http://www.archive.org/download/shortpoetry_028_librivox/shortpoetry_028_librivox_64kb_mp3.zip
1060,"Reventlow, Franziska Gräfin zu",Fiction,http://gutenberg.spiegel.de/reventlo/selbmord/selbmord.htm,German,"Selbstmordverein, Der",http://www.archive.org/download/selbstmordverein_jn5_librivox/selbstmordverein_jn5_librivox_64kb_mp3.zip
1061,Various,Fiction,,Danish,Noveller fra det moderne gennembrud,http://www.archive.org/download/noveller_fra_det_moderne_gennembrud_librivox/noveller_fra_det_moderne_gennembrud_librivox_64kb_mp3.zip
1062,Various,,,Danish,Klassiske eventyr,http://www.archive.org/download/klassiske_eventyr_librivox/klassiske_eventyr_librivox_64kb_mp3.zip
1063,"Allardyce, Paul",Non-fiction,http://www.gutenberg.org/etext/20938,English,"Stops, or How to Punctuate",http://www.archive.org/download/stops_punctuate_0711_librivox/stops_punctuate_0711_librivox_64kb_mp3.zip
1064,"Penrose, Margaret",Fiction,http://www.gutenberg.org/etext/15653,English,Dorothy Dale's Queer Holidays,http://www.archive.org/download/dorothy_dales_holidays_librivox/dorothy_dales_holidays_librivox_64kb_mp3.zip
1065,"Pyle, Katherine",,http://www.gutenberg.org/etext/3230,English,"Counterpane Fairy, The",http://www.archive.org/download/counterpane_fairy_le_librivox/counterpane_fairy_le_librivox_64kb_mp3.zip
1066,"MacDonald, George",Fiction,http://www.gutenberg.org/etext/709,English,"Princess and Curdie, The",http://www.archive.org/download/the_princess_and_curdie_librivox/the_princess_and_curdie_librivox_64kb_mp3.zip
1067,"Marx, Karl",Non-fiction,http://www.marxists.org/archive/marx/works/1847/wage-labour/index.htm,English,Wage-Labour and Capital,http://www.archive.org/download/wagelabour_cm_librivox/wagelabour_cm_librivox_64kb_mp3.zip
1068,"Stevenson, Robert Louis",Poetry,http://www.bartleby.com/188/109.html,English,Foreign Lands,http://www.archive.org/download/foreign_lands.poem_librivox/foreign_lands.poem_librivox_64kb_mp3.zip
1069,"Cervantes Saavedra, Miguel de",Fiction,http://www.gutenberg.org/etext/5946,English,Don Quixote - Vol. 2,http://www.archive.org/download/don_quixote_2_0902_librivox/don_quixote_2_0902_librivox_64kb_mp3.zip
1070,Lieh-Tzu,Non-fiction,http://www.sacred-texts.com/tao/ycgp/index.htm,English,Yang Chu's Garden of Pleasure,http://www.archive.org/download/yang_chus_garden_of_pleasure_librivox/yang_chus_garden_of_pleasure_librivox_64kb_mp3.zip
1072,"Forster, E. M.",Fiction,http://www.gutenberg.org/etext/2891,English,Howards End (version 2),http://www.archive.org/download/howards_end_0709_librivox/howards_end_0709_librivox_64kb_mp3.zip
1073,"Blackwood, Algernon",Fiction,http://www.gutenberg.org/files/10659/10659-h/10659-h.htm,English,"Camp of the Dog, The",http://www.archive.org/download/the_camp_of_the_dog_librivox/the_camp_of_the_dog_librivox_64kb_mp3.zip
1074,"Dimitriĭ, Saint Metropolitan of Rostov",Non-fiction,,Church Slavonic,"Жития Святых, т. 10 - Иуний (Zhitiia Sviatykh, v. 10 - June)",http://www.archive.org/download/kniga_zitij_svjatyh_na_mesjac_iunij_librivox/kniga_zitij_svjatyh_na_mesjac_iunij_librivox_64kb_mp3.zip
1075,"Grimm, Jacob & Wilhelm",Fiction,http://gutenberg.spiegel.de/grimm/maerchen/0htmldir.htm,German,Märchen 3,http://www.archive.org/download/grimms_maerchen-3_librivox/grimms_maerchen-3_librivox_64kb_mp3.zip
1076,"Spencer, Herbert",Non-fiction,http://www.gutenberg.org/etext/5849,English,"Philosophy of Style, The",http://www.archive.org/download/philosophystyle_gg_librivox/philosophystyle_gg_librivox_64kb_mp3.zip
1077,"Ballantyne, Robert Michael",Fiction,http://www.athelstane.co.uk/ballanty/fitewale/fitewale.htm,English,Fighting the Whales,http://www.archive.org/download/fighting_whales_librivox/fighting_whales_librivox_64kb_mp3.zip
1078,"Verne, Jules",Fiction,http://www.gutenberg.org/etext/83,English,Round the Moon,http://www.archive.org/download/round_moon_librivox/round_moon_librivox_64kb_mp3.zip
1079,"Hardy, Thomas",Fiction,http://www.gutenberg.org/etext/107,English,Far from the Madding Crowd,http://www.archive.org/download/madding_crowd_0807_librivox/madding_crowd_0807_librivox_64kb_mp3.zip
1080,"Mill, John Stuart",Non-fiction,http://www.gutenberg.org/etext/12004,English,Essays on Some Unsettled Questions of Political Economy,http://www.archive.org/download/essays_political_economy_librivox/essays_political_economy_librivox_64kb_mp3.zip
1081,"Tacitus, Publius Cornelius",Non-fiction,http://oll.libertyfund.org/Home3/HTML.php?recordID=0067.01,English,"Works of Tacitus, Vol. I, The",http://www.archive.org/download/works_tacitus_0801_librivox1/works_tacitus_0801_librivox1_64kb_mp3.zip
1082,"Dickens, Charles",Fiction,http://www.gutenberg.org/etext/564,English,"Mystery of Edwin Drood, The",http://www.archive.org/download/edwin_drood_0901_librivox/edwin_drood_0901_librivox_64kb_mp3.zip
1083,"Zangwill, Israel",Fiction,http://www.archive.org/details/kingofschnorrers00zangiala,English,"King of Schnorrers, The",http://www.archive.org/download/king_schnorrers_librivox/king_schnorrers_librivox_64kb_mp3.zip
1084,"Dickinson, Emily",Poetry,http://www.gutenberg.org/etext/12242,English,Selected Poems of Emily Dickinson,http://www.archive.org/download/dickinson_poems_bm_librivox/dickinson_poems_bm_librivox_64kb_mp3.zip
1085,"Henry, Patrick",Non-fiction,http://www.constitution.org/afp/,English,"Anti-Federalist Papers, The",http://www.archive.org/download/antifederalist_0707_librivox/antifederalist_0707_librivox_64kb_mp3.zip
1086,"Macaulay, Thomas Babington",Non-fiction,http://www.gutenberg.org/etext/2612,English,"History of England from the Accession of James II - (Volume 3, Chapter 11)",http://www.archive.org/download/histofeng11_librivox/histofeng11_librivox_64kb_mp3.zip
1087,"Baum, L. Frank",Fiction,http://www.gutenberg.org/etext/486,English,Ozma of Oz,http://www.archive.org/download/ozma_of_oz_librivox/ozma_of_oz_librivox_64kb_mp3.zip
1088,"Whitman, Walt",Poetry,http://www.bartleby.com/142/60.html,English,What Think You I Take my Pen in Hand?,http://www.archive.org/download/what_think.poem_librivox/what_think.poem_librivox_64kb_mp3.zip
1089,World English Bible,Non-fiction,http://www.gutenberg.org/etext/8276,English,Bible (WEB) NT 10: Ephesians,http://www.archive.org/download/ephesians_web/ephesians_web_64kb_mp3.zip
1090,"Knevels, Gertrude",Fiction,http://www.gutenberg.org/etext/11116,English,"Wonderful Bed, The",http://www.archive.org/download/wonderful_bed_librivox/wonderful_bed_librivox_64kb_mp3.zip
1091,"Beard, Charles Austin",Non-fiction,http://www.gutenberg.org/etext/16960,English,"History of the United States, Vol. I",http://www.archive.org/download/us_history_vol1_librivox/us_history_vol1_librivox_64kb_mp3.zip
1092,"Gaskell, Elizabeth Cleghorn",Fiction,http://www.gutenberg.org/etext/4276,English,North and South (version 2),http://www.archive.org/download/north_and_south2_0711_librivox/north_and_south2_0711_librivox_64kb_mp3.zip
1093,"Hume, David",Non-fiction,http://www.gutenberg.org/etext/4583,English,Dialogues Concerning Natural Religion,http://www.archive.org/download/dialogues_concerning_natural_religion_lm_librivox/dialogues_concerning_natural_religion_lm_librivox_64kb_mp3.zip
1094,"Hardy, Thomas",Fiction,http://www.gutenberg.org/etext/2864,English,"Trumpet Major, The",http://www.archive.org/download/details.php?identifier=trumpetmajor_0904_librivox/details.php?identifier=trumpetmajor_0904_librivox_64kb_mp3.zip
1095,Marcus Aurelius,Non-fiction,http://www.bartleby.com/2/3/,English,"Meditations, The",http://www.archive.org/download/meditations_0708_librivox/meditations_0708_librivox_64kb_mp3.zip
1096,"Pearson, Thomas Gilbert",Non-fiction,http://www.gutenberg.org/etext/21007,English,"Bird Study Book, The",http://www.archive.org/download/bird_study_book_librivox/bird_study_book_librivox_64kb_mp3.zip
1097,"MacLane, Mary",Non-fiction,http://books.google.com/books?id=4PQOAAAAIAAJ&dq=THE+STORY+OF+MARY+MACLANE&pg=PA3&ots=eu90cwl56I&sig=G74RnTgpv6aeVCFgoL9vNh7Of3o&prev=http://www.googl,English,"Story of Mary MacLane, The",http://www.archive.org/download/story_mary_maclane_klh_librivox/story_mary_maclane_klh_librivox_64kb_mp3.zip
1098,"Behn, Aphra",Poetry,http://www.bartleby.com/101/411.html,English,Song (Behn version),http://www.archive.org/download/song_behn.poem/song_behn.poem_64kb_mp3.zip
1100,"Montgomery, Lucy Maud",Fiction,http://www.gutenberg.org/etext/1354,English,Chronicles of Avonlea,http://www.archive.org/download/chronicles_of_avonlea_librivox/chronicles_of_avonlea_librivox_64kb_mp3.zip
1101,"Twain, Mark",Non-fiction,http://www.gutenberg.org/etext/3177,English,Roughing It,http://www.archive.org/download/roughing_it_jg/roughing_it_jg_64kb_mp3.zip
1102,"Bennett, Arnold",Non-fiction,http://www.gutenberg.org/etext/2274,English,How to Live on Twenty-Four Hours a Day,http://www.archive.org/download/twenty-four_hours_a_day_librivox/twenty-four_hours_a_day_librivox_64kb_mp3.zip
1103,"Trollope, Anthony",Fiction,http://www.gutenberg.org/etext/19500,English,Can You Forgive Her?,http://www.archive.org/download/forgive_0801_librivox1/forgive_0801_librivox1_64kb_mp3.zip
1104,"Verne, Jules",Fiction,,Danish,Fem Uger i Ballon,http://www.archive.org/download/fem_uger_i_ballon_librivox/fem_uger_i_ballon_librivox_64kb_mp3.zip
1106,Various,Poetry,,English,Short Poetry Collection 029,http://www.archive.org/download/short_poetry_029_librivox/short_poetry_029_librivox_64kb_mp3.zip
1107,"Abelard, Pierre",Fiction,http://www.sacred-texts.com/chr/aah/index.htm,English,"Love Letters of Abelard and Heloise, The",http://www.archive.org/download/love_letters_abelard_heloise_0812/love_letters_abelard_heloise_0812_64kb_mp3.zip
1109,"Wharton, Edith",Fiction,http://www.classicshorts.com/stories/afterward.html,English,Afterward,http://www.archive.org/download/afterward_cb_librivox/afterward_cb_librivox_64kb_mp3.zip
1110,"Ballantyne, Robert Michael",Fiction,http://www.athelstane.co.uk/ballanty/goldream/goldream.htm,English,"Golden Dream, The",http://www.archive.org/download/golden_dream_librivox/golden_dream_librivox_64kb_mp3.zip
1111,"Conrad, Joseph",Fiction,http://www.gutenberg.org/etext/1142,English,Typhoon,http://www.archive.org/download/typhoon_conrad_librivox/typhoon_conrad_librivox_64kb_mp3.zip
1112,"Clare, John",Poetry,,English,"Selected Poems of John Clare, Volume 2",http://www.archive.org/download/selected_poems_of_john_clare_vol_2_librivox_drb/selected_poems_of_john_clare_vol_2_librivox_drb_64kb_mp3.zip
